Speech,Label,text,clean_text,tokenized_clean_text,tokenized_stem_text,token_length
সমুচা আহামরি বেশি না,2,সমুচা আহামরি না,সমুচা আহামরি না,"['সমুচা', 'আহামরি', 'না']","['সমুচা', 'আহামরি', 'না']",3
সমুচা খুব ভালো লেগেছে,1,সমুচা ভালো লাগ,সমুচা ভালো লেগেছে,"['সমুচা', 'ভালো', 'লেগেছে']","['সমুচা', 'ভালো', 'লাগ']",3
সমুচা মুটামুটি ভালো,2,সমুচা মুটামু ভালো,সমুচা মুটামু ভালো,"['সমুচা', 'মুটামু', 'ভালো']","['সমুচা', 'মুটামু', 'ভালো']",3
পায়েস অনেক খারাপ খাইতে ,0,পায়েস খারাপ খাইতে,পায়েস খারাপ খাইতে,"['পায়েস', 'খারাপ', 'খাইতে']","['পায়েস', 'খারাপ', 'খাইতে']",3
যাক ঐতিহ্য এখনো ধইরা রাখছে,1,যাক ঐতিহ্য এখনো ধইরা রাখ,যাক ঐতিহ্য এখনো ধইরা রাখছে,"['যাক', 'ঐতিহ্য', 'এখনো', 'ধইরা', 'রাখছে']","['যাক', 'ঐতিহ্য', 'এখনো', 'ধইরা', 'রাখ']",5
বার্গার টেস্ট খুবই বাজে,0,বার্গার টেস্ট খুব বাজে,বার্গার টেস্ট খুবই বাজে,"['বার্গার', 'টেস্ট', 'খুবই', 'বাজে']","['বার্গার', 'টেস্ট', 'খুব', 'বাজে']",4
ভাত আহামরি বেশি না,2,ভাত আহামরি না,ভাত আহামরি না,"['ভাত', 'আহামরি', 'না']","['ভাত', 'আহামরি', 'না']",3
ফ্রেন্স ফ্রাই তুলনা মূলক ভাবে কম,2,ফ্রেন্স ফ্রা তুলনা মূলক কম,ফ্রেন্স ফ্রাই তুলনা মূলক কম,"['ফ্রেন্স', 'ফ্রাই', 'তুলনা', 'মূলক', 'কম']","['ফ্রেন্স', 'ফ্রা', 'তুলনা', 'মূলক', 'কম']",5
ডাল আর একটু বাড়ালে আরো ভালো হতো,2,ডাল একটু বাড়ালে আরো ভালো হত,ডাল একটু বাড়ালে আরো ভালো হতো,"['ডাল', 'একটু', 'বাড়ালে', 'আরো', 'ভালো', 'হতো']","['ডাল', 'একটু', 'বাড়ালে', 'আরো', 'ভালো', 'হত']",6
নিরামিষ এভারেজ লেগেছ,2,নিরামিষ এভারেজ লাগ,নিরামিষ এভারেজ লেগেছ,"['নিরামিষ', 'এভারেজ', 'লেগেছ']","['নিরামিষ', 'এভারেজ', 'লাগ']",3
ভাত আর একটু হলে জমতো,2,ভাত একটু জম,ভাত একটু জমতো,"['ভাত', 'একটু', 'জমতো']","['ভাত', 'একটু', 'জম']",3
জিবে পানি এসে গেছে আপুনি,1,জিবে পানি আপুনি,জিবে পানি আপুনি,"['জিবে', 'পানি', 'আপুনি']","['জিবে', 'পানি', 'আপুনি']",3
"কাচ্চিটা ঠান্ডা ছিল, নিচ থেকে দেয়া হইছে, ওয়েলি ছিল",0,কাচ্চি ঠান্ডা নিচ হই ওয়ে ছিল,কাচ্চি ঠান্ডা নিচ হইছে ওয়েলি ছিল,"['কাচ্চি', 'ঠান্ডা', 'নিচ', 'হইছে', 'ওয়েলি', 'ছিল']","['কাচ্চি', 'ঠান্ডা', 'নিচ', 'হই', 'ওয়ে', 'ছিল']",6
কমলা আরও রান্না হলে ভালো হতো,2,কমলা রান্না ভালো হত,কমলা রান্না ভালো হতো,"['কমলা', 'রান্না', 'ভালো', 'হতো']","['কমলা', 'রান্না', 'ভালো', 'হত']",4
"ফালতু খাবার, খেতে পারি নাই, বাজে স্মেল ছিল",0,ফালতু খা খেত বাজে স্মেল ছিল,ফালতু খা খেতে বাজে স্মেল ছিল,"['ফালতু', 'খা', 'খেতে', 'বাজে', 'স্মেল', 'ছিল']","['ফালতু', 'খা', 'খেত', 'বাজে', 'স্মেল', 'ছিল']",6
ভাতটা খুব ভালোভাবে রান্না হয়েছিল ভাত খেতে খুব ভালো লাগছে চালটা একটু মোটা ছিল আরেকটু চিকন করতে পারত,1,ভাত ভালো রান্না ভাত খেত ভালো লাগ চাল একটু মো আরেকটু চিকন পারত,ভাতটা ভালো রান্না ভাত খেতে ভালো লাগছে চালটা একটু মো আরেকটু চিকন পারত,"['ভাতটা', 'ভালো', 'রান্না', 'ভাত', 'খেতে', 'ভালো', 'লাগছে', 'চালটা', 'একটু', 'মো', 'আরেকটু', 'চিকন', 'পারত']","['ভাত', 'ভালো', 'রান্না', 'ভাত', 'খেত', 'ভালো', 'লাগ', 'চাল', 'একটু', 'মো', 'আরেকটু', 'চিকন', 'পারত']",13
ডাল দুর্গন্ধ ,0,ডাল দুর্গন্ধ,ডাল দুর্গন্ধ,"['ডাল', 'দুর্গন্ধ']","['ডাল', 'দুর্গন্ধ']",2
মাংস বেশ ভালো খেতে,1,মাংস ভালো খেত,মাংস ভালো খেতে,"['মাংস', 'ভালো', 'খেতে']","['মাংস', 'ভালো', 'খেত']",3
কমলা পরিমাণে মাঝারি ,2,কমলা পরিমাণে মাঝারি,কমলা পরিমাণে মাঝারি,"['কমলা', 'পরিমাণে', 'মাঝারি']","['কমলা', 'পরিমাণে', 'মাঝারি']",3
কমলা আরও বেশি দরকার,2,কমলা দরক,কমলা দরকার,"['কমলা', 'দরকার']","['কমলা', 'দরক']",2
ডাল আর আরেক্টু বাড়ালে জমতো,2,ডাল আরেক্টু বাড়ালে জম,ডাল আরেক্টু বাড়ালে জমতো,"['ডাল', 'আরেক্টু', 'বাড়ালে', 'জমতো']","['ডাল', 'আরেক্টু', 'বাড়ালে', 'জম']",4
সমুচা পরিমাণে মাঝারি,2,সমুচা পরিমাণে মাঝারি,সমুচা পরিমাণে মাঝারি,"['সমুচা', 'পরিমাণে', 'মাঝারি']","['সমুচা', 'পরিমাণে', 'মাঝারি']",3
সবুজ আমের রস ভালো হয়নি।,0,সবুজ আম রস ভালো হয়নি,সবুজ আমের রস ভালো হয়নি,"['সবুজ', 'আমের', 'রস', 'ভালো', 'হয়নি']","['সবুজ', 'আম', 'রস', 'ভালো', 'হয়নি']",5
বার্গার এভারেজ লেগেছ,2,বার্গার এভারেজ লাগ,বার্গার এভারেজ লেগেছ,"['বার্গার', 'এভারেজ', 'লেগেছ']","['বার্গার', 'এভারেজ', 'লাগ']",3
কাবাব আর একটু বাড়ালে আরো ভালো হতো,2,কাবাব একটু বাড়ালে আরো ভালো হত,কাবাব একটু বাড়ালে আরো ভালো হতো,"['কাবাব', 'একটু', 'বাড়ালে', 'আরো', 'ভালো', 'হতো']","['কাবাব', 'একটু', 'বাড়ালে', 'আরো', 'ভালো', 'হত']",6
